250.00, 552.00, 80
250.00, 552.00, 80
250.00, 552.00, 80
251.00, 552.00, 80
251.00, 552.00, 80
252.00, 552.00, 80
253.00, 552.00, 80
255.00, 552.00, 80
256.00, 552.00, 80
256.00, 552.00, 80
256.00, 552.00, 80
258.00, 552.00, 80
259.00, 552.00, 80
262.00, 554.00, 80
262.00, 552.00, 80
265.00, 552.00, 80
265.00, 552.00, 80
266.00, 552.00, 80
267.00, 552.00, 80
269.00, 552.00, 80
271.00, 552.00, 80
272.00, 552.00, 80
274.00, 552.00, 80
275.00, 552.00, 80
275.00, 552.00, 80
276.00, 552.00, 80
277.00, 552.00, 80
279.00, 553.00, 80
280.00, 552.00, 80
281.00, 552.00, 80
283.00, 552.00, 80
283.00, 552.00, 80
285.00, 552.00, 80
287.00, 552.00, 80
288.00, 552.00, 80
290.00, 552.00, 80
290.00, 552.00, 80
291.00, 552.00, 80
292.00, 552.00, 80
294.00, 552.00, 80
295.00, 552.00, 80
296.00, 552.00, 80
296.00, 552.00, 80
297.00, 552.00, 80
299.00, 553.00, 80
300.00, 553.00, 80
302.00, 553.00, 80
304.00, 552.00, 80
305.00, 553.00, 80
306.00, 552.00, 80
309.00, 553.00, 80
310.00, 552.00, 80
312.00, 552.00, 80
313.00, 552.00, 80
314.00, 553.00, 80
316.00, 552.00, 80
318.00, 552.00, 80
320.00, 552.00, 80
322.00, 552.00, 80
324.00, 552.00, 80
326.00, 553.00, 81
327.00, 552.00, 81
328.00, 553.00, 81
329.00, 552.00, 82
332.00, 553.00, 82
333.00, 552.00, 83
335.00, 552.00, 83
335.00, 552.00, 83
337.00, 552.00, 84
337.00, 552.00, 84
338.00, 552.00, 84
339.00, 553.00, 84
341.00, 552.00, 85
341.00, 552.00, 85
342.00, 552.00, 85
343.00, 552.00, 85
344.00, 552.00, 85
345.00, 552.00, 85
346.00, 552.00, 86
348.00, 552.00, 86
348.00, 552.00, 86
349.00, 553.00, 86
351.00, 552.00, 87
352.00, 553.00, 87
354.00, 552.00, 88
355.00, 552.00, 88
356.00, 552.00, 88
356.00, 552.00, 88
357.00, 553.00, 88
359.00, 552.00, 89
360.00, 552.00, 89
361.00, 553.00, 89
361.00, 552.00, 89
362.00, 552.00, 90
365.00, 553.00, 90
365.00, 552.00, 90
366.00, 553.00, 91
366.00, 552.00, 91
367.00, 553.00, 91
367.00, 553.00, 91
368.00, 552.00, 91
368.00, 553.00, 91
369.00, 552.00, 91
369.00, 552.00, 91
369.00, 552.00, 91
370.00, 552.00, 92
370.00, 553.00, 92
370.00, 553.00, 92
370.00, 553.00, 92
370.00, 552.00, 92
370.00, 553.00, 92
370.00, 552.00, 92
370.00, 553.00, 92
369.00, 553.00, 91
370.00, 552.00, 92
369.00, 553.00, 91
369.00, 552.00, 91
369.00, 552.00, 91
369.00, 552.00, 91
370.00, 554.00, 92
369.00, 552.00, 91
369.00, 552.00, 91
370.00, 552.00, 92
369.00, 553.00, 91
370.00, 553.00, 92
370.00, 553.00, 92
369.00, 552.00, 91
369.00, 553.00, 91
369.00, 553.00, 91
370.00, 552.00, 92
369.00, 552.00, 91
370.00, 552.00, 92
369.00, 552.00, 91
369.00, 552.00, 91
370.00, 552.00, 92
370.00, 552.00, 92
368.00, 552.00, 91
369.00, 552.00, 91
370.00, 552.00, 92
369.00, 552.00, 91
369.00, 553.00, 91
370.00, 552.00, 92
369.00, 552.00, 91
369.00, 552.00, 91
369.00, 552.00, 91
370.00, 553.00, 92
370.00, 552.00, 92
371.00, 552.00, 92
371.00, 552.00, 92
372.00, 552.00, 92
374.00, 553.00, 93
376.00, 552.00, 93
377.00, 552.00, 93
379.00, 553.00, 94
380.00, 552.00, 94
381.00, 552.00, 94
383.00, 553.00, 95
384.00, 552.00, 95
385.00, 552.00, 95
387.00, 552.00, 96
388.00, 552.00, 96
388.00, 552.00, 96
389.00, 552.00, 96
392.00, 553.00, 97
391.00, 553.00, 97
394.00, 552.00, 98
396.00, 552.00, 98
398.00, 553.00, 99
397.00, 552.00, 98
398.00, 552.00, 99
399.00, 553.00, 99
400.00, 553.00, 99
401.00, 552.00, 99
402.00, 553.00, 100
404.00, 553.00, 100
405.00, 552.00, 100
406.00, 553.00, 101
406.00, 552.00, 101
407.00, 553.00, 101
406.00, 552.00, 101
407.00, 553.00, 101
408.00, 553.00, 101
410.00, 553.00, 102
413.00, 553.00, 102
413.00, 553.00, 102
415.00, 552.00, 103
416.00, 553.00, 103
418.00, 552.00, 104
420.00, 552.00, 104
421.00, 552.00, 104
421.00, 552.00, 104
422.00, 552.00, 105
